,Date,ISIN,Security Description,Indicative Value Of Aggregate Holding Of FPIS (INR CR#),Outstanding Position Of Govt# Securities (INR CR#),Sec Holdings (%)
1839,31-Dec-2019,IN0020160035,06.97 GS 2026,1139.12300,89743.39300,1.27
1840,31-Dec-2019,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
1841,31-Dec-2019,IN0020140052,08.24 GS 2033,1224.26500,99275.00000,1.23
1842,31-Dec-2019,IN0020140078,08.17 GS 2044,1159.51500,97000.00000,1.20
1843,31-Dec-2019,IN0020180470,07.00 GS 2021,393.25000,33000.00000,1.19
1844,31-Dec-2019,IN0020190362,06.45 GS 2029,778.00000,67447.85100,1.15
1845,31-Dec-2019,IN0020150051,07.73 GS 2034,891.07700,100000.00000,0.89
1846,31-Dec-2019,IN0020160068,07.06 GS 2046,847.60000,100000.00000,0.85
1847,31-Dec-2019,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
1848,31-Dec-2019,IN0020190040,07.69 GS 2043,210.00000,33000.00000,0.64
1849,31-Dec-2019,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
1850,31-Dec-2019,IN0020150044,08.13 GS 2045,435.00000,98000.00000,0.44
1851,31-Dec-2019,IN0020100015,07.80 GS 2020,307.93000,71130.00000,0.43
1852,31-Dec-2019,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
1853,31-Dec-2019,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
1854,31-Dec-2019,IN0020100031,08.30 GS 2040,317.25000,90000.00000,0.35
1855,31-Dec-2019,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
1856,31-Dec-2019,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
1857,31-Dec-2019,IN0020190032,07.72 GS 2049,165.00000,76000.00000,0.22
1858,31-Dec-2019,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
1859,31-Dec-2019,IN0020060045,08.33 GS 2036,133.43000,86000.00000,0.16
1860,31-Dec-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
1861,31-Dec-2019,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
1862,31-Dec-2019,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
1863,31-Dec-2019,IN0020180041,GOI FRB 2031,50.00000,100000.00000,0.05
1864,30-Dec-2019,IN0020150093,07.59 GS 2026,7300.07400,119000.00000,6.13
1865,30-Dec-2019,IN0020110022,07.80 GS 2021,3917.23900,67492.66100,5.80
1866,30-Dec-2019,IN0020140060,08.15 GS 2026,4459.60400,82963.84600,5.38
1867,30-Dec-2019,IN0020170026,06.79 GS 2027,5978.12800,121000.00000,4.94
1868,30-Dec-2019,IN0020070051,08.13 GS 2022,3438.90000,70495.28000,4.88
1869,30-Dec-2019,IN0020020072,08.35 GS 2022,3677.47000,77000.00000,4.78
1870,30-Dec-2019,IN0020140045,08.40 GS 2024,4013.54100,84426.00000,4.75
1871,30-Dec-2019,IN0020110030,08.79 GS 2021,3591.22900,83000.00000,4.33
1872,30-Dec-2019,IN0020120039,08.33 GS 2026,3743.26000,87000.00000,4.30
1873,30-Dec-2019,IN0020190065,07.57 GS 2033,3307.68900,77506.57400,4.27
1874,30-Dec-2019,IN0020160050,06.84 GS 2022,4114.35100,99000.00000,4.16
1875,30-Dec-2019,IN0020190024,07.62 GS 2039,1282.65700,34150.90300,3.76
1876,30-Dec-2019,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
1877,30-Dec-2019,IN0020120054,08.12 GS 2020,2410.19900,71370.25300,3.38
1878,30-Dec-2019,IN0020160019,07.61 GS 2030,2602.94300,85000.00000,3.06
1879,30-Dec-2019,IN0020120047,08.20 GS 2025,2427.11000,90000.00000,2.70
1880,30-Dec-2019,IN0020020106,07.95 GS 2032,3125.72000,121000.00000,2.58
1881,30-Dec-2019,IN0020090034,07.35 GS 2024,1405.62000,59653.01900,2.36
1882,30-Dec-2019,IN0020150028,07.88 GS 2030,1921.31100,89000.00000,2.16
1883,30-Dec-2019,IN0020150069,07.59 GS 2029,1961.16600,96236.79300,2.04
1884,30-Dec-2019,IN0020110063,08.83 GS 2041,1827.40000,90000.00000,2.03
1885,30-Dec-2019,IN0020170042,06.68 GS 2031,1736.75000,93251.70300,1.86
1886,30-Dec-2019,IN0020190396,06.18 GS 2024,334.50000,19000.00000,1.76
1887,30-Dec-2019,IN0020190099,06.17 GS 2021,490.00000,29000.00000,1.69
1888,30-Dec-2019,IN0020050012,07.40 GS 2035,1616.50000,99245.00000,1.63
1889,30-Dec-2019,IN0020140029,08.27 GS 2020,1065.50200,67182.00000,1.59
1890,30-Dec-2019,IN0020070036,08.26 GS 2027,1057.20000,73728.00600,1.43
1891,30-Dec-2019,IN0020110055,08.97 GS 2030,1233.50000,90000.00000,1.37
1892,30-Dec-2019,IN0020160100,06.57 GS 2033,881.63000,66655.88700,1.32
1893,30-Dec-2019,IN0020020171,06.35 GS 2020,805.01400,61000.00000,1.32
1894,30-Dec-2019,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
1895,30-Dec-2019,IN0020160035,06.97 GS 2026,1139.12300,89743.39300,1.27
1896,30-Dec-2019,IN0020190362,06.45 GS 2029,852.00000,67447.85100,1.26
1897,30-Dec-2019,IN0020140052,08.24 GS 2033,1224.26500,99275.00000,1.23
1898,30-Dec-2019,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
1899,30-Dec-2019,IN0020180470,07.00 GS 2021,393.25000,33000.00000,1.19
1900,30-Dec-2019,IN0020140078,08.17 GS 2044,1099.51500,97000.00000,1.13
1901,30-Dec-2019,IN0020150051,07.73 GS 2034,891.07700,100000.00000,0.89
1902,30-Dec-2019,IN0020160068,07.06 GS 2046,847.60000,100000.00000,0.85
1903,30-Dec-2019,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
1904,30-Dec-2019,IN0020190040,07.69 GS 2043,210.00000,33000.00000,0.64
1905,30-Dec-2019,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
1906,30-Dec-2019,IN0020100015,07.80 GS 2020,372.93000,71130.00000,0.52
1907,30-Dec-2019,IN0020150044,08.13 GS 2045,435.00000,98000.00000,0.44
1908,30-Dec-2019,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
1909,30-Dec-2019,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
1910,30-Dec-2019,IN0020100031,08.30 GS 2040,317.25000,90000.00000,0.35
1911,30-Dec-2019,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
1912,30-Dec-2019,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
1913,30-Dec-2019,IN0020190032,07.72 GS 2049,165.00000,76000.00000,0.22
1914,30-Dec-2019,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
1915,30-Dec-2019,IN0020060045,08.33 GS 2036,133.43000,86000.00000,0.16
1916,30-Dec-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
1917,30-Dec-2019,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
1918,30-Dec-2019,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
1919,30-Dec-2019,IN0020180041,GOI FRB 2031,50.00000,100000.00000,0.05
1920,27-Dec-2019,IN0020150093,07.59 GS 2026,7300.07400,119000.00000,6.13
1921,27-Dec-2019,IN0020110022,07.80 GS 2021,3917.23900,67492.66100,5.80
1922,27-Dec-2019,IN0020140060,08.15 GS 2026,4459.60400,82963.84600,5.38
1923,27-Dec-2019,IN0020170026,06.79 GS 2027,5978.12800,121000.00000,4.94
1924,27-Dec-2019,IN0020070051,08.13 GS 2022,3438.90000,70495.28000,4.88
1925,27-Dec-2019,IN0020020072,08.35 GS 2022,3677.47000,77000.00000,4.78
1926,27-Dec-2019,IN0020140045,08.40 GS 2024,4036.79100,84426.00000,4.78
1927,27-Dec-2019,IN0020110030,08.79 GS 2021,3591.22900,83000.00000,4.33
1928,27-Dec-2019,IN0020120039,08.33 GS 2026,3743.26000,87000.00000,4.30
1929,27-Dec-2019,IN0020190065,07.57 GS 2033,3307.68900,77506.57400,4.27
1930,27-Dec-2019,IN0020160050,06.84 GS 2022,4114.35100,99000.00000,4.16
1931,27-Dec-2019,IN0020190024,07.62 GS 2039,1282.65700,34150.90300,3.76
1932,27-Dec-2019,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
1933,27-Dec-2019,IN0020120054,08.12 GS 2020,2410.19900,71370.25300,3.38
1934,27-Dec-2019,IN0020160019,07.61 GS 2030,2602.94300,85000.00000,3.06
1935,27-Dec-2019,IN0020120047,08.20 GS 2025,2427.11000,90000.00000,2.70
1936,27-Dec-2019,IN0020020106,07.95 GS 2032,3125.72000,121000.00000,2.58
1937,27-Dec-2019,IN0020090034,07.35 GS 2024,1405.62000,59653.01900,2.36
1938,27-Dec-2019,IN0020190396,06.18 GS 2024,334.50000,15000.00000,2.23
1939,27-Dec-2019,IN0020150028,07.88 GS 2030,1921.31100,89000.00000,2.16
1940,27-Dec-2019,IN0020150069,07.59 GS 2029,1961.16600,96236.79300,2.04
1941,27-Dec-2019,IN0020110063,08.83 GS 2041,1827.40000,90000.00000,2.03
1942,27-Dec-2019,IN0020170042,06.68 GS 2031,1736.75000,93251.70300,1.86
1943,27-Dec-2019,IN0020190099,06.17 GS 2021,490.00000,29000.00000,1.69
1944,27-Dec-2019,IN0020050012,07.40 GS 2035,1616.50000,99245.00000,1.63
1945,27-Dec-2019,IN0020140029,08.27 GS 2020,1065.50200,67182.00000,1.59
1946,27-Dec-2019,IN0020070036,08.26 GS 2027,1057.20000,73728.00600,1.43
1947,27-Dec-2019,IN0020110055,08.97 GS 2030,1233.50000,90000.00000,1.37
1948,27-Dec-2019,IN0020020171,06.35 GS 2020,805.01400,61000.00000,1.32
1949,27-Dec-2019,IN0020160100,06.57 GS 2033,881.63000,66655.88700,1.32
1950,27-Dec-2019,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
1951,27-Dec-2019,IN0020160035,06.97 GS 2026,1139.12300,89743.39300,1.27
1952,27-Dec-2019,IN0020190362,06.45 GS 2029,852.00000,67447.85100,1.26
1953,27-Dec-2019,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
1954,27-Dec-2019,IN0020140052,08.24 GS 2033,1224.26500,99275.00000,1.23
1955,27-Dec-2019,IN0020180470,07.00 GS 2021,393.25000,33000.00000,1.19
1956,27-Dec-2019,IN0020140078,08.17 GS 2044,1099.51500,97000.00000,1.13
1957,27-Dec-2019,IN0020150051,07.73 GS 2034,891.07700,100000.00000,0.89
1958,27-Dec-2019,IN0020160068,07.06 GS 2046,847.60000,100000.00000,0.85
1959,27-Dec-2019,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
1960,27-Dec-2019,IN0020190040,07.69 GS 2043,210.00000,31000.00000,0.68
1961,27-Dec-2019,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
1962,27-Dec-2019,IN0020100015,07.80 GS 2020,372.93000,71130.00000,0.52
1963,27-Dec-2019,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
1964,27-Dec-2019,IN0020150044,08.13 GS 2045,375.00000,98000.00000,0.38
1965,27-Dec-2019,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
1966,27-Dec-2019,IN0020100031,08.30 GS 2040,317.25000,90000.00000,0.35
1967,27-Dec-2019,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
1968,27-Dec-2019,IN0020190032,07.72 GS 2049,165.00000,72000.00000,0.23
1969,27-Dec-2019,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
1970,27-Dec-2019,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
1971,27-Dec-2019,IN0020060045,08.33 GS 2036,133.43000,86000.00000,0.16
1972,27-Dec-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
1973,27-Dec-2019,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
1974,27-Dec-2019,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
1975,27-Dec-2019,IN0020180041,GOI FRB 2031,50.00000,94000.00000,0.05
1976,26-Dec-2019,IN0020150093,07.59 GS 2026,7300.07400,119000.00000,6.13
1977,26-Dec-2019,IN0020110022,07.80 GS 2021,3917.23900,67492.66100,5.80
1978,26-Dec-2019,IN0020140060,08.15 GS 2026,4459.60400,82963.84600,5.38
1979,26-Dec-2019,IN0020170026,06.79 GS 2027,5980.02800,121000.00000,4.94
1980,26-Dec-2019,IN0020070051,08.13 GS 2022,3438.90000,70495.28000,4.88
1981,26-Dec-2019,IN0020020072,08.35 GS 2022,3677.47000,77000.00000,4.78
1982,26-Dec-2019,IN0020140045,08.40 GS 2024,4028.79100,84426.00000,4.77
1983,26-Dec-2019,IN0020110030,08.79 GS 2021,3591.22900,83000.00000,4.33
1984,26-Dec-2019,IN0020120039,08.33 GS 2026,3743.26000,87000.00000,4.30
1985,26-Dec-2019,IN0020190065,07.57 GS 2033,3262.68900,77506.57400,4.21
1986,26-Dec-2019,IN0020160050,06.84 GS 2022,4114.35100,99000.00000,4.16
1987,26-Dec-2019,IN0020190024,07.62 GS 2039,1282.65700,34150.90300,3.76
1988,26-Dec-2019,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
1989,26-Dec-2019,IN0020120054,08.12 GS 2020,2410.19900,71370.25300,3.38
1990,26-Dec-2019,IN0020160019,07.61 GS 2030,2602.94300,85000.00000,3.06
1991,26-Dec-2019,IN0020120047,08.20 GS 2025,2427.11000,90000.00000,2.70
1992,26-Dec-2019,IN0020020106,07.95 GS 2032,3125.72000,121000.00000,2.58
1993,26-Dec-2019,IN0020090034,07.35 GS 2024,1405.62000,59653.01900,2.36
1994,26-Dec-2019,IN0020190396,06.18 GS 2024,334.50000,15000.00000,2.23
1995,26-Dec-2019,IN0020150028,07.88 GS 2030,1871.31100,89000.00000,2.10
1996,26-Dec-2019,IN0020150069,07.59 GS 2029,1961.16600,96236.79300,2.04
1997,26-Dec-2019,IN0020110063,08.83 GS 2041,1827.40000,90000.00000,2.03
1998,26-Dec-2019,IN0020170042,06.68 GS 2031,1736.75000,93251.70300,1.86
1999,26-Dec-2019,IN0020190099,06.17 GS 2021,490.00000,29000.00000,1.69
2000,26-Dec-2019,IN0020050012,07.40 GS 2035,1616.50000,99245.00000,1.63
2001,26-Dec-2019,IN0020140029,08.27 GS 2020,1065.50200,67182.00000,1.59
2002,26-Dec-2019,IN0020070036,08.26 GS 2027,1057.20000,73728.00600,1.43
2003,26-Dec-2019,IN0020110055,08.97 GS 2030,1233.50000,90000.00000,1.37
2004,26-Dec-2019,IN0020020171,06.35 GS 2020,805.01400,61000.00000,1.32
2005,26-Dec-2019,IN0020160100,06.57 GS 2033,881.63000,66655.88700,1.32
2006,26-Dec-2019,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
2007,26-Dec-2019,IN0020160035,06.97 GS 2026,1139.12300,89743.39300,1.27
2008,26-Dec-2019,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
2009,26-Dec-2019,IN0020140052,08.24 GS 2033,1224.26500,99275.00000,1.23
2010,26-Dec-2019,IN0020180470,07.00 GS 2021,393.25000,33000.00000,1.19
2011,26-Dec-2019,IN0020140078,08.17 GS 2044,1099.51500,97000.00000,1.13
2012,26-Dec-2019,IN0020190362,06.45 GS 2029,652.00000,67447.85100,0.97
2013,26-Dec-2019,IN0020150051,07.73 GS 2034,891.07700,100000.00000,0.89
2014,26-Dec-2019,IN0020160068,07.06 GS 2046,847.60000,100000.00000,0.85
2015,26-Dec-2019,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
2016,26-Dec-2019,IN0020190040,07.69 GS 2043,210.00000,31000.00000,0.68
2017,26-Dec-2019,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
2018,26-Dec-2019,IN0020100015,07.80 GS 2020,372.93000,71130.00000,0.52
2019,26-Dec-2019,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
2020,26-Dec-2019,IN0020150044,08.13 GS 2045,375.00000,98000.00000,0.38
2021,26-Dec-2019,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
2022,26-Dec-2019,IN0020100031,08.30 GS 2040,317.25000,90000.00000,0.35
2023,26-Dec-2019,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
2024,26-Dec-2019,IN0020190032,07.72 GS 2049,165.00000,72000.00000,0.23
2025,26-Dec-2019,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
2026,26-Dec-2019,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
2027,26-Dec-2019,IN0020060045,08.33 GS 2036,133.43000,86000.00000,0.16
2028,26-Dec-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
2029,26-Dec-2019,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
2030,26-Dec-2019,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
2031,26-Dec-2019,IN0020180041,GOI FRB 2031,50.00000,94000.00000,0.05
2032,24-Dec-2019,IN0020150093,07.59 GS 2026,7363.07400,119000.00000,6.19
2033,24-Dec-2019,IN0020110022,07.80 GS 2021,3917.23900,67492.66100,5.80
2034,24-Dec-2019,IN0020140060,08.15 GS 2026,4459.60400,82963.84600,5.38
2035,24-Dec-2019,IN0020170026,06.79 GS 2027,5980.02800,121000.00000,4.94
2036,24-Dec-2019,IN0020070051,08.13 GS 2022,3438.90000,70495.28000,4.88
2037,24-Dec-2019,IN0020020072,08.35 GS 2022,3677.47000,77000.00000,4.78
2038,24-Dec-2019,IN0020140045,08.40 GS 2024,4028.79100,84426.00000,4.77
2039,24-Dec-2019,IN0020110030,08.79 GS 2021,3591.22900,83000.00000,4.33
2040,24-Dec-2019,IN0020120039,08.33 GS 2026,3743.26000,87000.00000,4.30
2041,24-Dec-2019,IN0020160050,06.84 GS 2022,4179.35100,99000.00000,4.22
2042,24-Dec-2019,IN0020190065,07.57 GS 2033,3062.68900,77506.57400,3.95
2043,24-Dec-2019,IN0020190024,07.62 GS 2039,1282.65700,34150.90300,3.76
2044,24-Dec-2019,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
2045,24-Dec-2019,IN0020120054,08.12 GS 2020,2460.19900,71370.25300,3.45
2046,24-Dec-2019,IN0020160019,07.61 GS 2030,2602.94300,85000.00000,3.06
2047,24-Dec-2019,IN0020120047,08.20 GS 2025,2427.11000,90000.00000,2.70
2048,24-Dec-2019,IN0020020106,07.95 GS 2032,3125.72000,121000.00000,2.58
2049,24-Dec-2019,IN0020090034,07.35 GS 2024,1405.62000,59653.01900,2.36
2050,24-Dec-2019,IN0020190396,06.18 GS 2024,334.50000,15000.00000,2.23
2051,24-Dec-2019,IN0020150028,07.88 GS 2030,1871.31100,89000.00000,2.10
2052,24-Dec-2019,IN0020150069,07.59 GS 2029,1961.16600,96236.79300,2.04
2053,24-Dec-2019,IN0020110063,08.83 GS 2041,1827.40000,90000.00000,2.03
2054,24-Dec-2019,IN0020170042,06.68 GS 2031,1736.75000,93251.70300,1.86
2055,24-Dec-2019,IN0020190099,06.17 GS 2021,490.00000,29000.00000,1.69
2056,24-Dec-2019,IN0020050012,07.40 GS 2035,1616.50000,99245.00000,1.63
2057,24-Dec-2019,IN0020140029,08.27 GS 2020,1065.50200,67182.00000,1.59
2058,24-Dec-2019,IN0020070036,08.26 GS 2027,1057.20000,73728.00600,1.43
2059,24-Dec-2019,IN0020110055,08.97 GS 2030,1233.50000,90000.00000,1.37
2060,24-Dec-2019,IN0020020171,06.35 GS 2020,805.01400,61000.00000,1.32
2061,24-Dec-2019,IN0020160100,06.57 GS 2033,881.63000,66655.88700,1.32
2062,24-Dec-2019,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
2063,24-Dec-2019,IN0020160035,06.97 GS 2026,1139.12300,89743.39300,1.27
2064,24-Dec-2019,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
2065,24-Dec-2019,IN0020140052,08.24 GS 2033,1224.26500,99275.00000,1.23
2066,24-Dec-2019,IN0020180470,07.00 GS 2021,393.25000,33000.00000,1.19
2067,24-Dec-2019,IN0020140078,08.17 GS 2044,1099.51500,97000.00000,1.13
2068,24-Dec-2019,IN0020190362,06.45 GS 2029,652.00000,67447.85100,0.97
2069,24-Dec-2019,IN0020150051,07.73 GS 2034,891.07700,100000.00000,0.89
2070,24-Dec-2019,IN0020160068,07.06 GS 2046,847.60000,100000.00000,0.85
2071,24-Dec-2019,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
2072,24-Dec-2019,IN0020190040,07.69 GS 2043,210.00000,31000.00000,0.68
2073,24-Dec-2019,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
2074,24-Dec-2019,IN0020100015,07.80 GS 2020,372.93000,71130.00000,0.52
2075,24-Dec-2019,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
2076,24-Dec-2019,IN0020150044,08.13 GS 2045,375.00000,98000.00000,0.38
2077,24-Dec-2019,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
